"","english","spanish","sp_a1","sp_d","en_a1","en_d","en_sp_d_diff","d_diff_sq"
"68","dog","perro",1.82605675614911,1.28405952703695,1.92908538418314,2.49484220799554,1.21078268095859,1.46599470050927
"69","baa baa","bee/mee",0.834212790065172,-0.302405120749911,1.17153053404739,0.902558970091947,1.20496409084186,1.45193846021834
"70","frog","rana",3.18510183251586,-1.84745778286601,3.46631435441028,-0.679530109040083,1.16792767382593,1.36405505128844
"71","juice","jugo",2.877798258709,0.351869018186286,2.41578894812904,1.50737866485613,1.15550964666984,1.33520254354706
"72","bye","adíos/byebye",2.10820714514345,2.01562413269635,2.00266576002065,3.13088369676654,1.11525956407019,1.24380389525002
"73","shoe","zapato",2.98518485788916,2.03383495748642,3.59192039208785,3.12188516680449,1.08805020931808,1.18385325799711
"74","flower","flor",3.86610863782786,-0.721185380612784,3.51096636687053,0.349139215625299,1.07032459623808,1.14559474131221
"75","choo choo","tutú",1.11008299861317,-0.519551450791725,1.99652650674647,0.548498277555357,1.06804972834708,1.14073022222228
"76","like","gustar",4.3217468673754,-2.70182502314228,4.56396407158336,-3.76186902221965,-1.06004399907737,1.12369327997995
"77","tiger","tigre",2.89261484100683,-2.46108108772646,2.94679060306049,-1.41657621264486,1.0445048750816,1.09099043406922
"78","who","quién",2.42601372266547,-1.9398542890968,2.49611280235306,-2.98247974540855,-1.04262545631175,1.08706784214928
"79","wet","mojado",4.38841252136251,-2.06574128771565,3.74796098961939,-1.02477018980229,1.04097109791336,1.08362082669095
"80","star","estrella",3.84934252559775,-1.77619870685176,2.82179435754145,-0.761274115870926,1.01492459098083,1.03007192537761
"81","dirty","sucio",3.92019323988616,-1.74855824091043,3.38156485397525,-0.743588816750091,1.00496942416034,1.00996354349717
"82","kiss","besar",3.33374660836503,-1.15217979353247,3.419307847667,-0.169448161249428,0.982731632283039,0.965761461089686
"83","mommy*","mamá",1.64004404231306,3.30950179224594,1.90832876968102,4.23321315874318,0.92371136649724,0.853242688596198
"84","bear","oso",2.95520055980024,-0.0944991864083985,2.48413439123658,0.814878571215753,0.909377757624151,0.826967906061529
"85","them","ellos",3.41523424913242,-4.50713564825047,3.2613974857665,-5.4005060347849,-0.893370386534428,0.798110647536674
"86","bed","cama",5.40764574111177,1.03287170742573,4.34292116832457,0.142082808758941,-0.890788898666786,0.793504861987986
"87","new","nuevo",4.40881780577131,-3.76605208385141,3.94588033150649,-4.59127457346376,-0.825222489612344,0.680992157361995
"88","yes","sí",1.95291440586553,1.91299020573648,2.1023876871856,1.09089529578614,-0.822094909950333,0.675840040966246
"89","oven","horno",3.64826027529254,-4.32269732969879,3.69143426796873,-3.50772603140537,0.814971298293417,0.664178217042058
"90","door","puerta",4.68168603758688,-0.282914027890758,3.36607347648671,0.517189211236853,0.80010323912761,0.640165193262494
"91","sit","sentar(se)",3.40813140283975,-1.27320128295997,2.982264398083,-0.513833736284379,0.759367546675591,0.576639070944106
"92","no","no",1.49652209055613,1.80930185301731,2.09474200053264,2.56500438784334,0.755702534826033,0.571086321142492
"93","bad","malo",2.98424953882708,-2.22896260987766,2.15553649584164,-1.48062278861363,0.748339821264028,0.560012488089478
"94","jump","saltar",3.20449107895797,-2.1430654194403,3.87286149420708,-1.40473858683159,0.738326832608709,0.545126511750008
"95","car","carro/coche",2.62969228231329,1.1840226970216,3.05210185395065,1.92104155750427,0.73701886048267,0.543196800707174
"96","necklace","collar",3.36907480404759,-2.99296242414996,3.02106604659598,-2.29390001013977,0.699062414010184,0.488688258681746
"97","woof woof","guaguá",1.37047715150438,2.24971656601554,1.46141353875991,1.59559948689668,-0.654117079118866,0.427869153194997
"98","hi","hola",1.94305144742888,1.22702931785511,1.44904702198302,1.84523592205666,0.618206604201549,0.382179405478411
"99","cold","frío",3.63483512025284,-0.717383644026827,3.45082915367415,-0.112935004595595,0.604448639431232,0.365358157710267
"100","milk","leche",2.32477355910837,1.97741631507461,2.84394002019107,1.40800237538779,-0.569413939686817,0.324232234709662
"101","ouch","¡ay!",0.939434691334584,1.61336559560463,1.71961518067512,1.05626369662123,-0.5571018989834,0.31036252585091
"102","cow","vaca",2.70207635791299,-0.0345419537053056,3.05484113047188,0.50568530081697,0.540227254522275,0.291845486528675
"103","towel","toalla",4.89070971239449,-2.02212180370043,4.11836822404175,-1.50562689070756,0.516494912992873,0.266766995147516
"104","school","escuela",3.56196362365722,-0.875726865432425,2.86624439814894,-1.39065119335647,-0.51492432792405,0.265147063488034
"105","arm","brazo",3.76391932053142,-1.23428851774883,4.38824577956811,-0.732162066572183,0.502126451176651,0.252130972971258
"106","more","más",1.8910685582523,0.922985071669107,2.00314841490583,0.42960475257794,-0.493380319091166,0.243424139266501
"107","pumpkin","calabaza",3.21091475432151,-2.69775740464602,2.93805060058947,-2.2082081069647,0.489549297681317,0.239658514860271
"108","TV","televisión",3.72771486207727,0.0436349157751599,3.28433514430965,-0.430784835996954,-0.474419751772114,0.225074100871514
"109","look","mirar",1.79042611444543,-1.01887094623919,2.98989341557714,-1.49206132204368,-0.473190375804482,0.223909131753987
"110","play","jugar",4.16235980721659,-0.872009320744424,4.19412227297213,-1.32296594943159,-0.450956628687164,0.203361880956893
"111","our","nuestro",3.78984755619137,-6.20846049623463,3.35691306875184,-5.78168692334402,0.426773572890614,0.18213568251782
"112","church*","iglesia/templo",2.90457498082847,-2.33661093514021,1.82168159208833,-1.93130554783599,0.405305387304222,0.164272456977826
"113","horse","caballo",2.99267833457926,0.652569675554754,3.34388809148165,0.315704950582931,-0.336864724971823,0.113477842930342
"114","pants","pantalón",4.42876888082064,-0.623435220880194,4.24876609414221,-0.953932866364753,-0.330497645484558,0.109228693670837
"115","this","ésta",2.22685840540481,-1.24510546883691,1.59458052621909,-0.930721164886056,0.314384303950851,0.0988374905706614
"116","mine","mío",2.24602494198438,0.599161624113185,2.04292452095035,0.317068608632326,-0.282093015480859,0.0795764693830841
"117","last","último",4.54751207024801,-6.41486491426948,4.05709325358941,-6.69486316281224,-0.279998248542753,0.0783990191870095
"118","stairs","escaleras",4.19904987357581,-1.83567139213185,3.27579756118029,-2.11521765901236,-0.279546266880515,0.0781461153268323
"119","tired","cansado",3.67356014391864,-3.0952597991654,4.16680215449832,-3.35668391644131,-0.261424117275911,0.0683425690934893
"120","carry","llevar(se)",4.3405524349956,-3.35875541749551,4.09238016281368,-3.09748770173795,0.26126771575756,0.068260819297173
"121","there","haber (hay)",1.61014528478749,-1.56539944532642,2.375512703696,-1.8109040783618,-0.24550463303538,0.0602725248418364
"122","pretty","bonita",3.56218880524424,-1.46038247429449,2.25164602080628,-1.21622563023742,0.244156844057075,0.0596125644999108
"123","airplane","avión",2.81114710185432,0.242796495476264,2.96882634256116,0.478147418952547,0.235350923476284,0.0553900571811395
"124","hose","manguera",3.675439444953,-3.21042252599054,2.90059920501918,-2.98469443283008,0.225728093160457,0.0509531720418559
"125","think","pensar",3.96292058035325,-5.63312213893667,3.86684275601333,-5.85574458906145,-0.222622450124788,0.0495607552995639
"126","cat","gato",2.71364311391131,1.04616480029707,2.03913787996572,1.26780485916199,0.221640058864922,0.0491243156936462
"127","sky","cielo",3.86586471998944,-1.36629372911911,2.88353452916402,-1.58687982320839,-0.220586094089277,0.0486582249055636
"128","flag","bandera",3.48195450859199,-2.62171447450947,2.70840999378108,-2.41517973796203,0.206534736547443,0.0426565974007215
"129","broom","escoba",4.64345520185514,-1.0674393754398,2.72414260269412,-1.27150766187761,-0.204068286437809,0.0416438655296635
"130","bottle","botella/mamila",2.25947416668678,0.602083422955705,1.6324937139773,0.805843462562517,0.203760039606812,0.0415181537405697
"131","thank you","gracias",2.26547691254469,1.34904694865492,2.0388157535267,1.16526461426541,-0.183782334389509,0.0337759464336573
"132","bedroom","recámara",3.72091642002894,-3.19423156404741,4.14079482533239,-3.0252003076533,0.16903125639411,0.0285715656381713
"133","light","luz",3.38289775259218,0.499323066421583,2.72315238666964,0.378728680730861,-0.120594385690722,0.0145430058601226
"134","all","todo",3.56749209384555,-2.13623550665034,2.40592465990352,-2.23294214198187,-0.0967066353315298,0.00935217331714549
"135","morning","en la mañana",2.97643056498085,-3.23661092795491,3.23407928721294,-3.14019074555614,0.0964201823987709,0.00929685157381225
"136","cockadoodledoo","quiquiriquí",1.61048280929977,-1.18942944890772,1.65935973345854,-1.11666984126315,0.0727596076445665,0.00529396050459125
"137","sock","calcetín",3.26151491342549,0.164233756334941,2.01014462321798,0.234996977262172,0.0707632209272314,0.00500743343599616
"138","leg","piernas",4.49019316791597,-1.63905472519967,4.86251545640967,-1.69296445789028,-0.0539097326906142,0.00290625927877347
"139","where","dónde",2.5461223229297,-1.956640887966,2.54493778107796,-1.94703962202266,0.00960126594333821,9.21843077147062e-05
