bathtub,tina (bathtub),English Level 1 Long Form,Spanish Level 1 Long Form,tina / bañera / bañadera (bathtub)
crib,cuna (cradle),English Level 1 Long Form,Spanish Level 1 Long Form,
door,puerta (door),English Level 1 Long Form,Spanish Level 1 Long Form,
drawer,cajón (drawer),English Level 1 Long Form,Spanish Level 1 Long Form,cajón / gabineta (drawer)
refrigerator,refrigerador (refrigerator),English Level 1 Long Form,Spanish Level 1 Long Form,refrigerador / nevera (refrigerator)
stairs,escalera (stairs),English Level 1 Long Form,Spanish Level 1 Long Form,
window,ventana (window),English Level 1 Long Form,Spanish Level 1 Long Form,
box,caja (box),English Level 1 Long Form,Spanish Level 1 Long Form,
brush,cepillo (brush),English Level 1 Long Form,Spanish Level 1 Long Form,
clock,reloj (clock/watch),English Level 1 Long Form,Spanish Level 1 Long Form,
comb,peine (comb),English Level 1 Long Form,Spanish Level 1 Long Form,peine / peineta / peinilla (comb)
glasses,lentes (glasses),English Level 1 Long Form,Spanish Level 1 Long Form,lentes / anteojos / gafas / espejuelos (glasses)
light,luz (light),English Level 1 Long Form,Spanish Level 1 Long Form,
medicine,medicina (medicine),English Level 1 Long Form,Spanish Level 1 Long Form,medicina / remedio (medicine)
paper,papel (paper),English Level 1 Long Form,Spanish Level 1 Long Form,
picture,fotos (photos),English Level 1 Long Form,Spanish Level 1 Long Form,
pillow,almohada (pillow),English Level 1 Long Form,Spanish Level 1 Long Form,almohada / cojín (pillow)
purse,bolsa (purse),English Level 1 Long Form,Spanish Level 1 Long Form,bolsa / cartera (purse)
telephone,teléfono (telephone),English Level 1 Long Form,Spanish Level 1 Long Form,
towel,toalla (towel),English Level 1 Long Form,Spanish Level 1 Long Form,
trash,basura (trash),English Level 1 Long Form,Spanish Level 1 Long Form,
store,tienda/mercado (store),English Level 1 Long Form,Spanish Level 1 Long Form,
swing,columpio (swing),English Level 1 Long Form,Spanish Level 1 Long Form,
tree,árbol (tree),English Level 1 Long Form,Spanish Level 1 Long Form,
daddy (or word used in your family),papá/papi (dad),English Level 1 Long Form,Spanish Level 1 Long Form,
man,señor (man),English Level 1 Long Form,Spanish Level 1 Long Form,
nap,hacer la meme (nap; Mexican colloquial),English Level 1 Long Form,Spanish Level 1 Long Form,hacer la meme / siesta (nap)
thank you,gracias (thank you),English Level 1 Long Form,Spanish Level 1 Long Form,
tickle,cosquillita (tickle),English Level 1 Long Form,Spanish Level 1 Long Form,
Bite,morder (to bite),English Level 1 Long Form,Spanish Level 1 Long Form,
Blow,soplar (to blow),English Level 1 Long Form,Spanish Level 1 Long Form,soplar/aventar
Close,cerrar (to close),English Level 1 Long Form,Spanish Level 1 Long Form,
Cry,llorar (to cry),English Level 1 Long Form,Spanish Level 1 Long Form,
Dance,bailar (to dance),English Level 1 Long Form,Spanish Level 1 Long Form,bailar/ danzar (to dance)
Give,dar (to give),English Level 1 Long Form,Spanish Level 1 Long Form,
Go,ir(se) (to go),English Level 1 Long Form,Spanish Level 1 Long Form,
Hit,pegar(se) (to hit),English Level 1 Long Form,Spanish Level 1 Long Form,pegar(se)/ golpear (to hit)
Open,abrir (to open),English Level 1 Long Form,Spanish Level 1 Long Form,
Say,decir (to say),English Level 1 Long Form,Spanish Level 1 Long Form,
Stop,parar(se) (to stop),English Level 1 Long Form,Spanish Level 1 Long Form,
Throw,tirar (to throw),English Level 1 Long Form,Spanish Level 1 Long Form,
Touch,tocar (to touch),English Level 1 Long Form,Spanish Level 1 Long Form,
Walk,caminar (to walk),English Level 1 Long Form,Spanish Level 1 Long Form,caminar / andar (to walk)
Wash,lavar(se) (to wash),English Level 1 Long Form,Spanish Level 1 Long Form,
