"","english","spanish","uni_lemma","d_diff_sq","en_d","sp_d","lexical_class"
"38","house","casa","house",1.20149764800012,-0.543561704819467,0.552566776700886,"nouns"
"39","hungry","hambre","hungry",0.00448119754714249,-1.43684567715941,-1.50378742457567,"adjectives"
"40","I","yo","i",1.0657292097074,-0.805703829037669,0.226637785791163,"function_words"
"41","ice cream","helado/nieve","ice cream",1.8892022001661,-0.0736775725959415,-1.44816009346192,"nouns"
"42","keys","llave","keys",0.342993635228873,0.324979966829534,-0.260676617893008,"nouns"
"43","kitchen","cocina","kitchen",0.0012502460628256,-1.80996814749863,-1.84532696624058,"nouns"
"44","lion","león","lion",0.416262096839301,-0.631104015864141,-1.27628778568426,"nouns"
"45","man","señor","man",0.0192043851072067,-1.62540215946021,-1.76398204655501,"other"
"46","medicine","medicina","medicine",0.00545923718719277,-1.45364334607483,-1.3797566951344,"nouns"
"47","money","dinero","money",0.484321449833769,-0.820126509388336,-0.124194436673068,"nouns"
"48","monkey","mono","monkey",1.8457673592635,0.198788331008651,-1.15980187919585,"nouns"
"49","moon","luna","moon",0.394708907758033,0.44270694437681,-0.185551686887444,"nouns"
"50","mouth","boca","mouth",0.212712724943825,0.985647685036272,1.44685558278286,"nouns"
"51","open","abrir","open (action)",0.0634110482344176,-0.0294507863945674,0.222364717962129,"verbs"
"52","orange (food)","naranja","orange (food)",0.0206211414617244,-0.570341321580907,-0.42674068975178,"nouns"
"53","paper","papel","paper",0.330700276634104,-0.596415715539562,-0.0213502613223016,"nouns"
"54","pattycake","tortillitas","pattycake",0.113718817973859,-1.11627124394524,-0.779049035344057,"other"
"55","penis*","pene","penis",0.114852677986478,-1.16766139728106,-1.5065606123679,"nouns"
"56","pillow","almohada","pillow",0.614222181203384,-0.359547725089238,-1.14327100610326,"nouns"
"57","plant","planta","plant",0.0148775687223401,-2.34303503412857,-2.22106139467176,"nouns"
"58","purse","bolsa (clothing)","purse",0.275316664059187,-1.35191721865349,-0.827210954102375,"nouns"
"59","rock","piedra","rock (object)",1.97781563856887,-0.088142253588967,-1.49449058830867,"nouns"
"60","room","cuarto","room",0.284479278437137,-2.0093617488626,-1.47599575966087,"nouns"
"61","run","correr","run",0.0948516222995956,-1.55380746606409,-1.24582756038906,"verbs"
"62","see","ver(se)","see",0.775708121134717,-0.416233898017668,-1.29697683505135,"verbs"
"63","shh/shush/hush","shhh","shh",0.171518548055888,0.857347794943102,0.44319981649109,"other"
"64","sing","cantar","sing",1.00432784542814,-1.79242644893796,-0.790264862451957,"verbs"
"65","spoon","cuchara","spoon",0.985609459079678,1.03419266996361,0.0414140143310038,"nouns"
"66","store","tienda/mercado","store",0.21641325659384,-1.41737268798862,-0.952170305585175,"nouns"
"67","stove","estufa","stove",0.237899442740492,-2.14349786509082,-2.63124722976544,"nouns"
"68","sweater","suéter","sweater",0.0503072410267562,-0.977001566507357,-1.20129432391775,"nouns"
"69","teddybear","osito","teddybear",0.0256497163144364,-0.381513278948918,-0.22135799082381,"nouns"
"70","telephone","teléfono","telephone",0.518763603061865,0.470606997191966,-0.249645460673931,"nouns"
"71","that","eso","that",0.00607114760250189,-0.361389887338497,-0.439307456618486,"function_words"
"72","tickle","cosquillitas","tickle",0.163758456028873,-0.512525494468508,-0.91719629404376,"verbs"
"73","tongue","lengua","tongue",0.0998864669915108,-0.812244733430382,-0.496196529841893,"nouns"
"74","tooth","dientes","tooth",0.0113410885396258,0.117221689625052,0.0107271426302607,"nouns"
"75","touch","tocar","touch",0.093366889365793,-2.47852002479929,-2.17296006445469,"verbs"
"76","train","tren","train",0.331232022109051,0.417566375638603,-0.157961227616923,"nouns"
"77","tummy","panza","tummy",0.0421764726222827,0.19700881366519,0.40237792678175,"nouns"
"78","walk","caminar","walk",0.315427110554504,-0.535875180443856,-1.0975041598907,"verbs"
"79","wash","lavar(se)","wash",0.114905089633327,-1.34330062195329,-1.68227715452351,"verbs"
"80","what","qué (question_words)","what",0.0257879316979341,-0.573808090307738,-0.413221877643219,"function_words"
"81","window","ventana","window",0.447098096814044,-1.77696790208155,-1.10831395809106,"nouns"
"82","you","tú","you",0.655383094803756,-1.02798383279979,-0.218426487824308,"function_words"
"83","yucky","fuchi","yucky",0.0348921167226175,-0.0304784624635175,0.156315854159386,"adjectives"
"84","yum yum","¡am!","yum yum",0.0697574950212115,0.951405475099016,0.687289032935316,"other"
"85","refrigerator","refrigerador","refrigerator",0.0022062436220693,-2.47713033154834,-2.52410099922583,"nouns"
"86","closet","ropero/closet","closet",0.0138025042115133,-3.37423946382166,-3.25675540442843,"nouns"
"87","animal","animal","animal",0.00837577407264831,-1.29625039637974,-1.3877696515813,"nouns"
"88","tights","medias","tights",0.0621587639778028,-3.43110368975657,-3.18178709588885,"nouns"
"89","scissors","tijeras","scissors",0.0359939298807365,-2.55412371464189,-2.74384437740885,"nouns"
"90","knife","cuchillo","knife",0.123286474095951,-2.23037674180045,-1.87925500493993,"nouns"
"91","watch (object)","reloj","watch (object)",0.110961349467803,-1.1753148208008,-1.50842343592176,"nouns"
"92","lamb","borrego","lamb",0.083128629670387,-2.1134960742927,-1.82517571484789,"nouns"
"93","toy (object)","juguete","toy (object)",0.347674925994288,0.195383231628795,-0.394256426123538,"nouns"
"94","wolf","lobo","wolf",0.60657222939655,-2.51704147007136,-1.73821399919187,"nouns"
"95","vagina*","vagina","vagina",0.310840381966324,-2.32190643409664,-2.87943704488525,"nouns"
"96","turkey","guajolote","turkey",1.38901451459917,-1.9879705552879,-3.1665351545353,"nouns"
"97","pajamas","pijama","pajamas",1.27399933040334,-0.934440605524226,-2.06315639366725,"nouns"
"98","brother","hermano","brother",0.115356645869483,-1.27789797141656,-0.938256033679945,"other"
"99","hurry","apurar(se)","hurry",0.00539377972560626,-3.02772232816483,-3.10116468464668,"verbs"
"100","shorts","shorts","shorts",1.12706103607052,-1.76942321509481,-2.83105452401072,"nouns"
"101","snow","nieve","snow",1.41920340157982,-1.34055231209293,-2.53185554871231,"nouns"
"102","food","comida","food",1.10948306125721,-0.786259141328767,0.267060877116343,"nouns"
"103","drawer","cajón","drawer",0.998809149090219,-3.31521452644109,-2.31581012926734,"nouns"
"104","elephant","elefante","elephant",0.741880541962099,-0.513584944744611,-1.37490982071308,"nouns"
"105","throw","aventar","throw",0.177945660405573,-1.83889615137352,-2.26073221005695,"verbs"
"106","garden","jardín","garden",1.48248931704342,-3.69575165252273,-2.47817647330651,"nouns"
"107","toothbrush","cepillo de dientes","toothbrush",1.42741133194751,0.168690511716043,-1.02605269581749,"nouns"
"108","sister","hermana","sister",0.235185260326578,-1.1979555719682,-0.712996542434178,"other"
"109","helicopter","helicóptero","helicopter",0.683025184859074,-1.46101741073148,-2.28747078803662,"nouns"
"110","bubbles","burbujas",NA,NA,NA,NA,NA
"111","bug","bicho",NA,NA,NA,NA,NA
"112","buttocks/bottom*","nalgas",NA,NA,NA,NA,NA
"113","chocolate","chocolate",NA,NA,NA,NA,NA
"114","clock","reloj",NA,NA,NA,NA,NA
"115","coat","abrigo",NA,NA,NA,NA,NA
"116","corn","elote",NA,NA,NA,NA,NA
"117","drink (action)","tomar(se)",NA,NA,NA,NA,NA
"118","french fries","papitas",NA,NA,NA,NA,NA
"119","good","bueno",NA,NA,NA,NA,NA
"120","grass","pasto",NA,NA,NA,NA,NA
"121","ice","hielo",NA,NA,NA,NA,NA
"122","kick","patear",NA,NA,NA,NA,NA
"123","lady","señora",NA,NA,NA,NA,NA
"124","pencil","lápiz",NA,NA,NA,NA,NA
"125","popcorn","palomitas",NA,NA,NA,NA,NA
"126","raisin","pasas",NA,NA,NA,NA,NA
"127","spaghetti","espagueti",NA,NA,NA,NA,NA
"128","stick","palo",NA,NA,NA,NA,NA
"129","strawberry","fresa",NA,NA,NA,NA,NA
"130","vroom","pipí",NA,NA,NA,NA,NA
"131","yogurt","yoghurt",NA,NA,NA,NA,NA
